FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE/GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1030,2045,BUREAU OF STREET OPERATIONS,3390,Field Operations,0,,3 0,0,390,General Superintendent of Administration,Annual,1,1,111996.00,111996.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1030,2045,BUREAU OF STREET OPERATIONS,3390,Field Operations,0,,3 0,9,313,Assistant Commissioner,Annual,1,1,111420.00,111420.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1030,2045,BUREAU OF STREET OPERATIONS,3390,Field Operations,0,,BX 16,20,309,Coordinator of Special Projects,Annual,1,1,89436.00,89436.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1030,2045,BUREAU OF STREET OPERATIONS,3390,Field Operations,0,,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,1512.00,1512.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1030,2045,BUREAU OF STREET OPERATIONS,3390,Field Operations,0,,1 0,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,23943.00,23943.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3127,Administration,4064,Administrative Support,1 0,9,9679,Deputy Commissioner,Annual,1,1,129336.00,129336.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3127,Administration,4064,Administrative Support,BX 10,20,809,Executive Secretary I,Annual,1,1,45684.00,45684.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3127,Administration,4064,Administrative Support,B 8,1,664,Data Entry Operator,Annual,2,1,48048.00,96096.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3127,Administration,4064,Administrative Support,B 12,1,303,Administrative Assistant III,Annual,1,1,76428.00,76428.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3127,Administration,4064,Administrative Support,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,806.00,806.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3128,Forestry - Support,4047,Operational Support,2 0,54,,Tree Trimmer,Hourly,0,0,0.00,0.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3128,Forestry - Support,4047,Operational Support,BX 17,10,8185,Assistant General Superintendent,Annual,1,1,106884.00,106884.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3128,Forestry - Support,4047,Operational Support,3 0,54,7975,Tree Trimmer,Hourly,16,1,33.74,1122867.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3128,Forestry - Support,4047,Operational Support,G 6,1,7946,Senior City Forester,Annual,4,1,83640.00,334560.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3128,Forestry - Support,4047,Operational Support,V 15,54,7927,Assistant Superintendent of Forestry,Annual,1,1,91980.00,91980.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3128,Forestry - Support,4047,Operational Support,V 14,54,7916,Forestry Supervisor,Annual,2,1,91980.00,183960.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3128,Forestry - Support,4047,Operational Support,V 14,54,7916,Forestry Supervisor,Annual,3,1,83832.00,251496.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3128,Forestry - Support,4047,Operational Support,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,0.00,0.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3128,Forestry - Support,4047,Operational Support,1 0,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,0.00,0.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3128,Forestry - Support,4051,Wood Disposal,3 0,54,7975,Tree Trimmer,Hourly,2,1,33.74,140358.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3128,Forestry - Support,4056,Training & Safety,3 0,54,7975,Tree Trimmer,Hourly,1,1,33.74,70179.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3128,Forestry - Support,4056,Training & Safety,3 0,54,3063,Training Agent I - Per Agreement,Hourly,2,1,34.74,144518.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3128,Forestry - Support,4056,Training & Safety,V 13,54,3061,Training Agent I,Annual,1,1,79992.00,79992.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3128,Forestry - Support,4056,Training & Safety,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,773.00,773.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3136,Forestry Operations,4063,Tree Trimming,3 0,54,7975,Tree Trimmer,Hourly,1,1,32.79,68203.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3136,Forestry Operations,4063,Tree Trimming,3 0,54,7975,Tree Trimmer,Hourly,40,1,33.74,2807168.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3136,Forestry Operations,4067,Disposal of Non-Parkway Debris,3 0,54,7975,Tree Trimmer,Hourly,12,1,33.74,842150.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3136,Forestry Operations,4067,Disposal of Non-Parkway Debris,2 0,8,7183,Motor Truck Driver,Hourly,5,1,33.85,352040.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3136,Forestry Operations,4067,Disposal of Non-Parkway Debris,1 0,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,5717.00,5717.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3137,Tree Removal,0,,2 0,54,,Tree Trimmer,Hourly,0,0,0.00,0.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3137,Tree Removal,0,,2 0,8,,Motor Truck Driver,Hourly,0,0,0.00,0.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3137,Tree Removal,0,,3 0,54,7975,Tree Trimmer,Hourly,16,1,33.74,1122867.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3137,Tree Removal,0,,V 15,54,7927,Assistant Superintendent of Forestry,Annual,1,1,100944.00,100944.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3137,Tree Removal,0,,2 0,8,7183,Motor Truck Driver,Hourly,1,1,33.85,70408.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3137,Tree Removal,0,,2 0,8,7183,Motor Truck Driver,Hourly,4,1,34.44,286541.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3137,Tree Removal,0,,1 0,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,5796.00,5796.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3406,MTD Allocation,0,,2 0,8,7185,Foreman of Motor Truck Drivers,Hourly,3,1,35.71,222830.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3406,MTD Allocation,0,,2 0,8,7183,Motor Truck Driver,Hourly,1,1,34.44,71635.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3406,MTD Allocation,0,,2 0,8,7183,Motor Truck Driver,Hourly,2,1,34.36,142938.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3406,MTD Allocation,0,,2 0,8,7183,Motor Truck Driver,Hourly,35,1,33.85,2464280.00
LOCAL,81,DEPT STREETS AND SANITATION,100,CORPORATE FUND,1045,2060,BUREAU OF FORESTRY,3406,MTD Allocation,0,,1 0,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,47123.00,47123.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3211,Administration,4100,Executive Direction,1 0,9,9679,Deputy Commissioner,Annual,1,1,129096.00,129096.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3211,Administration,4100,Executive Direction,BX 17,10,8185,Assistant General Superintendent,Annual,1,1,97416.00,97416.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3211,Administration,4100,Executive Direction,BX 15,20,1302,Administrative Services Officer II,Annual,1,1,84780.00,84780.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3211,Administration,4100,Executive Direction,3 0,20,1179,Manager of Finance,Annual,1,1,106884.00,106884.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3211,Administration,4100,Executive Direction,BX 16,20,381,Director of Administration II,Annual,1,1,93024.00,93024.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3211,Administration,4100,Executive Direction,BX 13,20,308,Staff Assistant,Annual,1,1,60408.00,60408.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3211,Administration,4100,Executive Direction,BX 13,20,308,Staff Assistant,Annual,1,1,63276.00,63276.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3211,Administration,4100,Executive Direction,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,2013.00,2013.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3213,Administrative Support Service,4106,Data Entry,B 8,1,664,Data Entry Operator,Annual,2,1,31308.00,62616.00
LOCAL,88,DEPT OF WATER MANAGEMENT,200,WATER FUND,1020,2020,WATER SUPPLY,3205,Water Quality,0,,G 5,3,3177,Microbiologist II,Annual,3,1,76524.00,229572.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3213,Administrative Support Service,4106,Data Entry,B 8,1,430,Clerk III,Annual,1,1,48048.00,48048.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3213,Administrative Support Service,4106,Data Entry,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,1428.00,1428.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3214,Special Traffic Services,0,,3 0,54,,Sanitation Laborer,Hourly,0,0,32.79,469553.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3214,Special Traffic Services,0,,BX 17,10,8185,Assistant General Superintendent,Annual,1,1,102060.00,102060.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3214,Special Traffic Services,0,,3 0,54,6324,Sanitation Laborer,Hourly,5,1,32.79,341016.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3214,Special Traffic Services,0,,V 13,54,6295,Traffic Maintenance Supervisor,Annual,1,1,72936.00,72936.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3214,Special Traffic Services,0,,B 12,1,303,Administrative Assistant III,Annual,1,1,69648.00,69648.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3214,Special Traffic Services,0,,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,0.00,0.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3217,Contractual Towing,4155,Abandoned Tows,V 14,54,6287,Supervisor of Vehicle Investigators,Annual,1,1,91980.00,91980.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3217,Contractual Towing,4155,Abandoned Tows,V 13,54,6286,Field Vehicle Investigator,Annual,1,1,49788.00,49788.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3217,Contractual Towing,4155,Abandoned Tows,V 13,54,6286,Field Vehicle Investigator,Annual,1,1,57240.00,57240.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3217,Contractual Towing,4155,Abandoned Tows,V 13,54,6286,Field Vehicle Investigator,Annual,2,1,66492.00,132984.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3217,Contractual Towing,4155,Abandoned Tows,V 13,54,6286,Field Vehicle Investigator,Annual,3,1,76428.00,229284.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3217,Contractual Towing,4155,Abandoned Tows,V 13,54,6286,Field Vehicle Investigator,Hourly,0,0,27.35,240680.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3217,Contractual Towing,4155,Abandoned Tows,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,5210.00,5210.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3219,City Towing,4165,Immediate Tows,2 0,8,7127,Equipment Dispatcher - in Charge,Hourly,2,1,35.63,148221.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3219,City Towing,4165,Immediate Tows,3 0,10,7126,Chief Dispatcher,Annual,1,1,111996.00,111996.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3219,City Towing,4165,Immediate Tows,2 0,8,7124,Equipment Dispatcher,Hourly,17,1,34.44,1217798.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3219,City Towing,4165,Immediate Tows,B 12,1,7118,Dispatch Clerk - in Charge,Annual,1,1,66492.00,66492.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3219,City Towing,4165,Immediate Tows,B 11,1,7102,Dispatch Clerk,Annual,1,1,55212.00,55212.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3219,City Towing,4165,Immediate Tows,B 11,1,7102,Dispatch Clerk,Annual,1,1,60600.00,60600.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3219,City Towing,4165,Immediate Tows,B 11,1,7102,Dispatch Clerk,Annual,2,1,41364.00,82728.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3219,City Towing,4165,Immediate Tows,B 11,1,7102,Dispatch Clerk,Annual,2,1,57828.00,115656.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3219,City Towing,4165,Immediate Tows,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,1896.00,1896.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3219,City Towing,4165,Immediate Tows,1 0,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,22184.00,22184.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3219,City Towing,4166,Relocation Program,2 0,8,,Pool Motor Truck Driver,Hourly,0,0,33.85,414324.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3219,City Towing,4166,Relocation Program,2 0,8,7184,Pool Motor Truck Driver,Hourly,1,1,33.85,70408.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3219,City Towing,4166,Relocation Program,2 0,8,7183,Motor Truck Driver,Hourly,3,1,33.85,211224.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3219,City Towing,4166,Relocation Program,2 0,8,7183,Motor Truck Driver,Hourly,4,1,34.36,285875.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3219,City Towing,4166,Relocation Program,1 0,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,15945.00,15945.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4151,Auto Pounds/Management,BX 16,10,6298,Chief Auto Pound Supervisor,Annual,1,1,59796.00,59796.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4151,Auto Pounds/Management,B 12,1,303,Administrative Assistant III,Annual,1,1,66492.00,66492.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4151,Auto Pounds/Management,B 12,1,303,Administrative Assistant III,Annual,1,1,69648.00,69648.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4151,Auto Pounds/Management,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,1422.00,1422.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4152,Auto Pounds Operations,B 10,1,6333,Property Custodian - AFSCME,Annual,1,1,41364.00,41364.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4152,Auto Pounds Operations,B 10,1,6333,Property Custodian - AFSCME,Annual,2,1,37704.00,75408.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4152,Auto Pounds Operations,B 10,1,6333,Property Custodian - AFSCME,Annual,2,1,43740.00,87480.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4152,Auto Pounds Operations,B 10,1,6333,Property Custodian - AFSCME,Annual,2,1,48048.00,96096.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4152,Auto Pounds Operations,B 10,1,6333,Property Custodian - AFSCME,Annual,3,1,52740.00,158220.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4152,Auto Pounds Operations,B 10,1,6333,Property Custodian - AFSCME,Annual,3,1,63456.00,190368.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4152,Auto Pounds Operations,B 10,1,6333,Property Custodian - AFSCME,Annual,4,1,50280.00,201120.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4152,Auto Pounds Operations,B 10,1,6333,Property Custodian - AFSCME,Annual,6,1,55212.00,331272.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4152,Auto Pounds Operations,B 10,1,6333,Property Custodian - AFSCME,Annual,13,1,57828.00,751764.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4152,Auto Pounds Operations,P 14,8,6292,Auto Pound Supervisor,Annual,1,1,79992.00,79992.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4152,Auto Pounds Operations,P 14,8,6292,Auto Pound Supervisor,Annual,1,1,91980.00,91980.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4152,Auto Pounds Operations,P 14,8,6292,Auto Pound Supervisor,Annual,3,1,54672.00,164016.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4152,Auto Pounds Operations,P 14,8,6292,Auto Pound Supervisor,Annual,5,1,83832.00,419160.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4152,Auto Pounds Operations,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,10898.00,10898.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4153,VIP Towing,B 12,1,432,Supervising Clerk,Annual,1,1,66492.00,66492.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4153,VIP Towing,B 8,1,430,Clerk III,Annual,2,1,52740.00,105480.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4153,VIP Towing,B 10,1,419,Customer Account Representative,Annual,1,1,50280.00,50280.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4153,VIP Towing,B 9,1,415,Inquiry Aide III,Annual,1,1,45828.00,45828.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4153,VIP Towing,B 9,1,415,Inquiry Aide III,Annual,1,1,48048.00,48048.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4153,VIP Towing,3 0,9,313,Assistant Commissioner,Annual,1,1,111420.00,111420.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3222,Auto Pounds,4153,VIP Towing,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,0.00,0.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3407,MTD Allocation,4402,Special Traffic Services/MTD,2 0,8,,Pool Motor Truck Driver,Hourly,0,0,33.85,276216.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3407,MTD Allocation,4402,Special Traffic Services/MTD,2 0,8,7184,Pool Motor Truck Driver,Hourly,1,1,33.85,70408.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3407,MTD Allocation,4402,Special Traffic Services/MTD,2 0,8,7183,Motor Truck Driver,Hourly,7,1,33.85,492856.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3407,MTD Allocation,4402,Special Traffic Services/MTD,2 0,8,7183,Motor Truck Driver,Hourly,11,1,34.36,786157.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3407,MTD Allocation,4402,Special Traffic Services/MTD,1 0,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,26400.00,26400.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3407,MTD Allocation,4405,City Immediate Towing/MTD,2 0,8,,Pool Motor Truck Driver,Hourly,0,0,33.85,276216.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3407,MTD Allocation,4405,City Immediate Towing/MTD,2 0,8,,Motor Truck Driver,Hourly,0,0,34.36,0.00
LOCAL,81,DEPT STREETS AND SANITATION,300,VEHICLE FUND,1050,2070,BUREAU OF TRAFFIC SERVICES,3407,MTD Allocation,4405,City Immediate Towing/MTD,2 0,8,7185,Foreman of Motor Truck Drivers,Hourly,6,1,35.71,445661.00
